likes,dislikes,comment_count,
177689,2541,13300,1
117899,9780,20011,1
14496,674,826,1
172872,8987,13848,1
186948,9067,19780,1
341063,3079,26024,1
108576,3888,13454,1
173222,3348,11970,1
39878,1313,749,1
110836,4779,8833,1
296634,3904,15442,1
405482,4566,36136,1
52084,2830,2861,1
210540,15016,17722,1
125521,8597,21462,1
52747,1631,6212,1
598021,2990,54873,1
23641,932,4348,1
134366,18292,20023,1
154983,3203,12775,1
167696,6730,9265,1
113142,5583,13931,1
28978,4931,1157,1
230630,1992,21883,1
18062,8295,3035,1
14934,390,2670,1
26499,2468,3623,1
279814,5726,21880,1
153146,1673,8235,1
50493,4096,0,1
131390,8870,8419,1
193228,3544,14368,1
58859,1783,7780,1
396790,11280,41890,1
318252,3435,13430,1
14668,694,831,1
3978,554,1175,1
104753,5443,15693,1
64416,3742,7847,1
65210,2444,6308,1
148727,2303,6501,1
61246,3437,4476,1
18073,8300,3032,1
114561,5986,15544,1
271831,4941,38322,1
52244,3734,2869,1
119181,4160,8989,1
63571,5493,4091,1
239153,7542,48231,1
184474,2412,7090,1
179746,8908,18232,1
61152,9570,24339,1
192541,5747,8523,1
113556,5599,13943,1
231696,2002,22069,1
24008,906,2237,1
82192,9881,10892,1
121980,39885,31198,1
122200,7852,21128,1
125009,12814,14966,1
132622,3607,17711,1
84271,14480,13418,1
25958,2883,5135,1
14826,717,833,1
223810,5475,12276,1
43942,1944,5568,1
192420,2620,7485,1
130936,6280,21478,1
52381,3744,2881,1
59742,3472,6778,1
203944,3406,12713,1
102608,23059,10023,1
586633,2410,35438,1
369262,4253,18277,1
219884,3468,13357,1
15348,400,2706,1
42188,2014,5408,1
191770,3534,14384,1
232482,2014,22142,1
14967,725,844,1
115410,5856,50174,1
92031,7860,16104,1
40420,976,1740,1
213825,2397,11674,1
409210,4633,36478,1
484913,3559,79694,1
65670,2457,6324,1
111689,3277,5263,1
65789,6478,6380,1
95002,2020,0,1
95002,2020,0,1
83610,2400,0,1
15113,727,851,1
114097,5621,14021,1
210208,7331,22217,1
38910,2325,1512,1
89880,2455,0,1
358561,4899,26089,1
1293,270,96,1
1298,271,98,1
1306,271,99,1
53450,1658,6243,1
137685,27392,23442,1
218247,5076,22179,1
63703,5533,4094,1
13824,1454,2375,1
218877,4100,11300,1
82763,10002,10978,1
120441,4182,9122,1
194798,7791,88240,1
205869,1054,7436,1
233298,2023,22228,1
60880,1317,2859,1
117964,3444,4734,1
88955,4684,5465,1
96391,5508,12726,1
397940,3313,42728,1
114306,5628,14031,1
15617,411,2740,1
189112,22383,18998,1
189112,22383,18998,1
161818,1602,13330,1
204856,5508,11219,1
15293,753,846,1
230763,4849,15604,1
98321,28972,24009,1
139054,4059,6887,1
58635,1800,3227,1
178163,14779,12253,1
57183,8779,13342,1
41568,6687,7014,1
445799,3937,15965,1
40792,988,1748,1
399973,7150,39126,1
141080,1480,6188,1
221365,3505,13504,1
78374,2037,3628,1
125698,5269,12818,1
89619,1830,3650,1
68854,2361,11376,1
44291,1951,5574,1
300211,3889,22761,1
50762,5928,11793,1
103301,23123,10109,1
412180,4674,36631,1
188492,17554,10359,1
181363,9010,18333,1
15477,771,847,1
114669,5641,14077,1
234079,2030,22287,1
147871,2253,6824,1
44932,7459,3284,1
116052,5927,50372,1
190263,9372,20066,1
186027,6081,9931,1
126990,10367,29202,1
15882,417,2758,1
52731,2887,2873,1
35670,4301,2657,1
226861,2751,10047,1
147818,2929,6113,1
119291,10055,20182,1
202237,2155,21660,1
215934,2450,11784,1
40974,995,1773,1
193603,16741,49441,1
24359,3593,12798,1
154077,5479,13676,1
83846,9655,10404,1
394816,3282,46685,1
103629,2568,0,1
117272,1786,4441,1
372514,4295,18506,1
195195,3613,14455,1
83646,2674,6091,1
234796,2039,22360,1
60530,1841,7935,1
15664,796,848,1
158582,1706,8607,1
115005,5650,14097,1
241768,3382,18862,1
112278,5270,16234,1
247816,4405,13875,1
181805,9036,18385,1
81523,1854,6598,1
154687,3994,10191,1
54004,1677,6270,1
234406,3536,12894,1
41128,997,1784,1
177524,10487,26160,1
276406,5050,39345,1
16135,432,2809,1
76260,2462,2955,1
93385,7992,16332,1
112796,4924,8979,1
15824,822,849,1
115293,5658,14117,1
173560,4455,32602,1
157582,1535,12154,1
62333,9708,24490,1
75107,2920,0,1
20797,6749,2994,1
207344,1076,7471,1
61022,1675,10008,1
273542,5865,20139,1
138227,3451,4666,1
238395,9020,35027,1
235915,2054,22504,1
491596,3600,80554,1
228589,11370,16025,1
101222,1890,4972,1
179304,2030,5875,1
79955,3742,3708,1
102881,2353,8239,1
119407,4171,4563,1
177879,3508,12244,1
379796,4576,46295,1
44755,1966,5630,1
124186,41235,31817,1
178625,26096,41513,1
236223,2055,22540,1
26325,2995,5156,1
115533,5662,14150,1
142877,7314,8390,1
570831,9099,70832,1
34141,5033,12277,1
132867,12065,38751,1
415995,4710,36875,1
43242,2066,5545,1
52410,4239,0,1
106277,3773,8700,1
40835,1365,771,1
15983,848,853,1
107953,5670,16124,1
91710,2511,0,1
423561,7346,40845,1
182652,9084,18386,1
99200,4372,9020,1
171050,9109,23523,1
253355,4922,16011,1
108091,1922,0,1
324323,6119,17357,1
27478,2344,5684,1
67294,2532,6390,1
236878,2065,22639,1
67414,6704,6523,1
41430,1018,1793,1
16065,855,854,1
375150,4334,18637,1
89566,3514,7803,1
53186,2927,2884,1
115781,5670,14161,1
52582,4257,0,1
16149,857,857,1
86926,14734,13756,1
84363,10372,11214,1
380232,4084,33602,1
269669,16559,54811,1
192810,9591,20291,1
61664,1872,8155,1
115917,5676,14179,1
16218,857,858,1
295650,5808,83065,1
172379,6952,9440,1
159949,3285,13088,1
418197,4748,36940,1
237721,2079,22758,1
54636,1704,6309,1
244137,6691,13542,1
36709,1202,3641,1
65363,1085,1884,1
16290,861,861,1
200284,6154,47646,1
208898,1092,7532,1
123516,1895,4947,1
183596,9118,18405,1
91918,4357,10121,1
116096,5687,14201,1
135774,4939,11073,1
137227,18769,20205,1
45140,1996,5650,1
117231,6054,50712,1
167704,2623,5290,1
111528,6671,12256,1
287883,5917,22414,1
16409,867,866,1
114647,7342,3871,1
496499,3622,81051,1
238511,2087,22874,1
52934,4293,0,1
2410,32,523,1
26535,3030,5181,1
309865,2792,22949,1
125244,42051,32255,1
346614,3165,26154,1
27999,2647,4464,1
116260,5691,14254,1
128185,5463,13082,1
54831,1713,6304,1
53615,1692,5957,1
119067,1210,4280,1
43941,2091,5609,1
196902,3667,14524,1
223232,3338,7467,1
92059,2133,14031,1
66880,2108,10484,1
239008,2090,22949,1
377131,4362,18752,1
129026,4970,16478,1
146753,2555,15411,1
161687,1743,8871,1
2205,199,253,1
130543,3587,14834,1
263756,3873,35810,1
280213,5135,40159,1
53583,2961,2883,1
131784,9892,18284,1
184267,9148,18424,1
92834,2559,0,1
323468,16477,20504,1
288848,5936,22457,1
155160,4100,13552,1
53192,4312,0,1
116581,5702,14279,1
194475,9744,20428,1
421066,4776,37091,1
141456,4310,9847,1
7791,626,1384,1
97975,6575,7703,1
124258,8112,21476,1
239734,2098,23072,1
116674,5707,14279,1
184273,3011,10425,1
200994,8055,90979,1
156308,2449,6763,1
39448,9609,5339,1
49340,7729,3464,1
420670,3132,25639,1
45521,2016,5669,1
118849,1839,4450,1
240066,2105,23137,1
244335,3083,13467,1
249161,5119,15560,1
109941,5787,16446,1
114781,5477,16654,1
198082,5896,8730,1
422278,4782,37146,1
210507,1107,7572,1
184818,9181,18490,1
134699,12344,39312,1
120936,22319,18984,1
192091,18412,10796,1
269500,4472,13897,1
30052,2571,6253,1
55224,1731,6337,1
53469,4330,0,1
44433,2107,5633,1
289934,5958,22546,1
121326,10398,20570,1
292854,5647,19104,1
115240,5069,9170,1
763,60,178,1
109485,3840,8923,1
131729,9157,22365,1
26852,3088,5202,1
5000,262,610,1
240560,2116,23213,1
423326,4792,37187,1
118051,6106,50978,1
158565,3417,0,1
136473,9068,8585,1
301355,4946,26612,1
198325,17252,50329,1
144638,10933,22268,1
103430,8028,13293,1
103430,8028,13293,1
207314,3996,7906,1
219092,2540,11937,1
240989,2125,23357,1
402736,3385,43107,1
157931,2072,23205,1
93625,2592,0,1
424184,4799,37211,1
37864,1258,3704,1
382018,3140,18380,1
478,1483,530,1
45804,2038,5700,1
131516,1978,7079,1
53959,2988,2880,1
196082,9878,20588,1
395289,3925,19741,1
81133,2188,3704,1
157751,5660,13928,1
61708,1923,3323,1
237479,4230,17841,1
164227,1764,9044,1
87647,10084,10820,1
291166,5982,22568,1
119107,3782,6651,1
25928,3826,13273,1
185567,9215,18512,1
129901,5599,13268,1
425301,4805,37300,1
182164,3665,12532,1
186956,3315,8369,1
162698,3370,13396,1
461726,4189,16447,1
175762,7017,9557,1
126973,2518,2822,1
152779,5466,21743,1
49645,4339,9196,1
55651,1743,6398,1
111082,5868,16644,1
94092,2617,0,1
89710,6140,6010,1
44978,2124,5723,1
135686,12495,39629,1
254209,4575,14103,1
116435,5782,11521,1
211999,1124,7665,1
185891,9237,18537,1
426127,4811,37402,1
204004,7382,14034,1
89102,14888,14034,1
544465,1821,30833,1
205505,2245,21854,1
236846,4695,14088,1
220797,8511,23416,1
198757,3743,14607,1
102776,2412,5110,1
208937,2679,18995,1
28538,2156,0,1
64395,9940,24823,1
215294,1791,12077,1
426832,4816,37417,1
309029,15270,27479,1
808,21,105,1
306005,5760,321455,1
27321,3149,5270,1
54295,1740,6109,1
31779,2710,6508,1
843,24,108,1
186415,9264,18531,1
46149,2054,5762,1
427474,4825,37464,1
158177,4096,10357,1
176459,2203,9917,1
135174,4024,24787,1
116418,5587,16879,1
253417,6485,30077,1
263404,2215,25999,1
882,25,116,1
292738,6004,22702,1
118762,6183,51261,1
26119,1035,4335,1
197847,9983,20735,1
48138,12187,0,1
917,25,118,1
248867,2097,21392,1
30035,3246,3722,1
283387,5358,24531,1
428102,4828,37512,1
55981,1758,6429,1
184399,2711,13536,1
940,26,120,1
151849,6875,13868,1
94593,2626,0,1
154215,87267,41867,1
42090,1427,786,1
951,26,122,1
527245,2688,49369,1
960,26,123,1
45489,2151,5815,1
103348,30549,25036,1
111866,3883,9136,1
54340,3022,2885,1
160313,1595,12329,1
428655,4833,37559,1
186872,9290,18573,1
46287,2065,5756,1
205591,2198,24271,1
39210,3130,0,1
112003,5940,16770,1
134367,3591,15286,1
251314,3557,19637,1
376552,8071,27851,1
27166,1060,2454,1
260196,5071,16373,1
119162,6217,51372,1
125209,8253,21624,1
38693,1303,3753,1
93057,1983,13526,1
429499,4838,37596,1
131466,5702,13385,1
11408,2277,1211,1
178566,4732,32895,1
418086,4355,22626,1
140144,6439,16939,1
200611,3745,13452,1
62706,3745,6127,1
46426,2073,5786,1
56261,1774,6441,1
27782,3220,5191,1
136712,12667,39813,1
277144,17515,56504,1
430231,4843,37581,1
122936,4277,4624,1
122974,10648,20811,1
213925,1140,7773,1
182758,11277,29512,1
183949,3726,12686,1
242764,7677,24081,1
740794,9080,84960,1
45887,2174,5843,1
187627,9329,18590,1
32918,2603,0,1
430889,4848,37608,1
90476,14979,14185,1
93079,4912,5643,1
145255,5534,12613,1
161031,2551,6930,1
221646,2587,12014,1
90451,14792,18035,1
178341,2480,6969,1
53526,6450,12235,1
185646,5306,11582,1
105512,4631,4104,1
86356,10524,3122,1
86356,10524,3122,1
46608,2080,5805,1
187823,9338,18576,1
54680,1767,6213,1
195097,18983,11077,1
199470,10099,20897,1
431493,4852,37650,1
137222,12744,39892,1
65260,3353,4554,1
202701,17770,50933,1
57725,1814,2485,1
431977,4851,37666,1
63473,1988,3409,1
223455,16884,18874,1
33075,2853,6717,1
42538,1447,791,1
56703,1786,6473,1
188355,9359,18607,1
29533,2793,4729,1
214729,1148,7800,1
95638,4729,10526,1
217307,8642,26146,1
139621,19153,20488,1
137621,12792,39910,1
120586,6417,15685,1
121715,1259,4278,1
299090,7481,17242,1
41025,10539,5581,1
45644,8344,6212,1
179245,9572,24188,1
186266,28365,43651,1
64003,4597,42198,1
188812,9378,18669,1
146271,2060,24377,1
135420,9449,22937,1
39382,1355,3803,1
432678,16669,21697,1
46416,2198,5867,1
56885,1791,6485,1
28145,3265,5274,1
1272,291,46,1
165991,3445,13638,1
53535,7863,3695,1
137903,12824,39917,1
211620,2782,24580,1
49314,3558,6666,1
90726,10482,11140,1
103436,1977,5055,1
125846,8340,21759,1
27044,3987,13635,1
91899,2001,3713,1
189265,9406,18683,1
240179,5882,12928,1
207196,2288,21937,1
200962,10248,21050,1
201011,3815,14690,1
180201,7042,9687,1
202136,6020,8863,1
57151,1796,6507,1
406873,3458,43331,1
138402,12860,40002,1
215751,1170,7830,1
91846,15061,14300,1
236858,12259,16647,1
22240,7260,3102,1
28308,3286,5278,1
158125,1810,12117,1
180322,4834,33102,1
346102,4039,14216,1
242823,3663,13193,1
33795,2943,6876,1
46924,2209,5899,1
161001,5829,14072,1
133578,5833,13668,1
57355,1800,6515,1
138766,12904,40083,1
46680,11703,0,1
110387,2757,0,1
518240,5215,34466,1
154954,3100,6193,1
186037,3810,12850,1
83292,3907,3783,1
138966,12924,40099,1
580832,3963,179396,1
49407,3032,5110,1
126703,8403,21883,1
242031,7817,10810,1
201847,10332,21161,1
28491,3306,5290,1
124544,10835,21070,1
215271,5821,11510,1
11307,2610,1562,1
139177,12949,40200,1
39960,1510,3881,1
27908,1124,2527,1
474025,4369,16840,1
279683,3886,17386,1
139297,12965,40250,1
66373,10161,25100,1
102027,3310,11368,1
64858,2035,3453,1
201710,3837,14702,1
34229,3005,6942,1
57650,1814,6519,1
216886,1183,7853,1
140009,3682,15852,1
139618,13003,40358,1
57696,1818,6521,1
38513,4882,2665,1
314131,5291,27475,1
127158,8443,21916,1
182149,4912,33377,1
11472,2645,1575,1
197336,19325,11150,1
165225,2638,7081,1
276539,4134,37444,1
202922,10432,21238,1
161848,4226,10470,1
110316,8624,14119,1
255343,11130,21809,1
57904,1822,6522,1
14222,1490,2424,1
34588,3052,7013,1
151371,8629,8768,1
118913,7132,12691,1
127499,8462,21946,1
296743,19561,33836,1
226970,4254,11454,1
41968,10874,5980,1
105349,23684,32871,1
261415,4757,14333,1
265964,5160,16601,1
181845,2313,10202,1
40286,1538,3907,1
206489,18261,51847,1
228488,17598,16259,1
184494,9587,14241,1
141305,9266,8778,1
104444,7046,8138,1
24495,12189,5614,1
58055,1827,6541,1
254390,5361,15791,1
11686,2670,1610,1
230481,9641,24339,1
183421,4947,33590,1
166949,6765,7674,1
127958,8494,22001,1
34806,3072,7036,1
68393,1207,1951,1
93522,15175,14429,1
296041,6993,23111,1
137819,10468,18395,1
97699,4938,10744,1
284782,18171,57873,1
203786,10502,21335,1
125567,10956,21219,1
135168,5932,13833,1
230132,14868,13474,1
134882,5368,16877,1
258658,3703,20147,1
64177,3885,6259,1
168869,3491,13757,1
187688,3895,12998,1
34947,3092,7059,1
128327,8513,22076,1
28295,1175,2551,1
40467,1553,3911,1
184320,4966,33717,1
43469,1503,789,1
140736,13108,40684,1
127971,2097,5024,1
11833,2704,1638,1
244745,5166,16027,1
163069,1651,12484,1
202761,3875,14764,1
28079,4131,14038,1
128604,8534,22124,1
2484,45,534,1
204630,6097,8952,1
35065,3108,7061,1
66113,2071,3571,1
95450,2081,13873,1
193628,7450,18906,1
340240,2414,35107,1
124978,3678,4835,1
190899,29741,45136,1
141884,19486,20661,1
2534,51,542,1
40611,1565,3914,1
35147,3124,7071,1
128916,8548,22156,1
11957,2732,1668,1
48280,2276,6011,1
2583,58,554,1
107667,31858,25816,1
420497,8490,35705,1
205018,24141,20273,1
415266,5337,48943,1
2596,60,555,1
55076,6752,12159,1
35227,3135,7074,1
55769,1838,6329,1
232218,9903,24488,1
27639,1111,4374,1
42510,11024,6052,1
30914,2908,4949,1
208016,11210,21589,1
2620,62,557,1
143929,16173,15609,1
251129,3173,11044,1
2642,66,558,1
926887,3814,79570,1
88317,22090,29890,1
184500,7173,9875,1
146732,4515,7048,1
203108,8837,24532,1
212394,7879,13480,1
35293,3143,7092,1
2650,66,567,1
290559,6511,20795,1
12089,2740,1670,1
40721,1576,3924,1
279830,5231,14956,1
1042192,3612,79844,1
56567,7955,3812,1
126444,11034,21376,1
124349,1307,4315,1
67487,10288,25276,1
333513,17154,21007,1
35340,3149,7096,1
55844,1839,6333,1
41585,3363,0,1
93643,10827,11351,1
551921,8460,44418,1
28582,1196,2559,1
199176,19668,11483,1
12180,2746,1672,1
209383,2360,22072,1
35413,3157,7135,1
126199,4381,4677,1
271562,4147,18654,1
50779,10455,6338,1
4935,651,1231,1
510,1774,665,1
35433,3161,7136,1
40847,1586,3951,1
66677,1884,10840,1
125605,8387,4237,1
55923,1843,6316,1
184880,2143,5388,1
12259,2749,1686,1
35469,3165,7142,1
165880,3391,40090,1
328699,13876,30797,1
145901,7065,23497,1
82869,2853,3078,1
35516,3169,7158,1
785634,4877,59235,1
126811,11067,21527,1
40944,1591,3957,1
55985,1845,6312,1
411335,3513,43605,1
12320,2750,1686,1
150437,5939,13416,1
66698,2088,3596,1
222333,18450,24092,1
35555,3174,7163,1
41008,1592,3957,1
99021,5093,10877,1
31745,3382,3854,1
12383,2754,1687,1
35600,3181,7182,1
191472,3508,8514,1
206109,7023,10694,1
56083,1848,6309,1
203807,3910,14802,1
154954,3802,11225,1
12421,2759,1687,1
169294,2747,7247,1
35661,3184,7196,1
43002,6229,13915,1
41079,1597,3979,1
164118,5995,14213,1
600844,9651,75714,1
145298,3795,16483,1
136152,4229,17986,1
35685,3189,7189,1
12469,2764,1689,1
280114,2483,27063,1
35722,3201,7186,1
35769,3214,7182,1
127260,11102,21592,1
321948,5483,28112,1
207213,3930,13900,1
43082,11206,6131,1
184755,9920,24824,1
270270,5235,16815,1
35833,3228,7218,1
528400,9357,28411,1
96749,5131,5762,1
484923,4506,17208,1
35844,3229,7219,1
153440,2266,25862,1
189993,3982,13207,1
288610,18546,57756,1
192996,3357,10721,1
23179,7564,3224,1
235199,10095,24796,1
246709,3760,13389,1
67172,2111,3627,1
190309,11308,27687,1
56476,1859,6031,1
75955,2737,13116,1
160171,91982,43654,1
68593,1529,1555,1
68278,10358,25409,1
169795,3706,0,1
1401915,6268,158127,1
578219,8202,116532,1
96331,15350,13950,1
193234,30385,45873,1
338112,6513,17739,1
46783,1675,4427,1
360322,4242,14353,1
236602,3586,7686,1
113889,4820,4299,1
554019,2987,51558,1
347642,22527,42155,1
154091,12230,23982,1
190455,4004,13256,1
122980,2022,4518,1
164596,4306,10591,1
439165,4676,23638,1
204668,3939,14869,1
351994,4370,20229,1
235414,5767,10359,1
6984,679,767,1
29203,4274,14548,1
322017,4363,15949,1
9093,425,574,1
190898,2871,13780,1
128292,11146,21750,1
187303,7278,9990,1
115097,8985,14723,1
67499,2122,3635,1
43601,11363,6183,1
95924,16479,12613,1
914370,2267,110935,1
55849,6907,12237,1
44322,1559,797,1
95408,11061,11504,1
67141,19292,12793,1
283092,4732,14100,1
229049,9451,27237,1
69397,5584,11963,1
39989,5091,3134,1
316570,7536,17977,1
114845,2885,0,1
144180,19839,20874,1
237812,10206,24997,1
68869,10428,25538,1
36001,3100,0,1
105346,2039,5125,1
67845,2132,3646,1
141037,7187,16863,1
270831,9822,23603,1
273838,5278,16859,1
250803,2113,9590,1
268288,4888,14607,1
77513,16935,18194,1
59475,8051,3981,1
129268,11190,21846,1
32001,3025,5050,1
205431,3963,14894,1
173447,3584,14032,1
42599,3464,0,1
68124,2136,3652,1
148998,3870,16806,1
28418,1138,4565,1
129481,11200,21852,1
172927,2858,7405,1
44030,11503,6231,1
7194,683,758,1
142006,10797,18930,1
71162,3968,5058,1
56291,6964,12326,1
29721,4341,14826,1
169027,6023,24287,1
194978,30752,46395,1
145276,9427,8907,1
119342,8660,8020,1
506296,13163,40505,1
571108,1976,32400,1
116018,11919,9728,1
96377,11157,11635,1
129907,11226,21887,1
370515,5326,26423,1
7300,697,773,1
239789,10299,25161,1
85639,3361,0,1
94942,3868,7987,1
181581,2279,11786,1
109350,7352,8372,1
125164,6773,16008,1
191828,4061,13417,1
149111,3183,15905,1
165646,1712,12597,1
131430,14405,39155,1
93923,2145,3725,1
424752,2239,23070,1
7392,706,785,1
211896,2480,22197,1
93573,11859,3287,1
329583,5661,28716,1
124589,7513,12976,1
435835,3473,26137,1
166984,6123,14381,1
217378,8148,13665,1
313981,26222,76540,1
174461,3594,14083,1
464729,5741,28126,1
98791,15485,14274,1
258966,5565,15974,1
51723,3351,5498,1
44368,11615,6256,1
366630,4330,14649,1
416007,3584,43898,1
130602,11262,21974,1
184284,2655,7048,1
116848,2686,5507,1
86391,4013,9903,1
7533,737,794,1
86576,4066,3803,1
111596,33125,26516,1
495762,4607,17524,1
247884,5025,14903,1
96979,11222,11667,1
145364,2253,7770,1
206387,3994,14943,1
286268,4083,12254,1
151904,3506,0,1
127137,1363,4352,1
129477,26031,16511,1
117685,9230,14842,1
140714,5668,17320,1
288998,2658,27606,1
151274,3921,17040,1
30298,4429,15150,1
63316,14823,0,1
36709,3201,0,1
297303,10939,21420,1
256176,3276,13667,1
453422,8172,42442,1
420536,3606,49338,1
308226,5833,26298,1
192742,4106,13470,1
40746,5189,3266,1
97406,11262,11686,1
313097,7345,16383,1
255090,6299,13640,1
249700,3839,13573,1
126278,6569,12558,1
439189,4424,21011,1
43082,3535,0,1
288211,4420,39087,1
243696,12874,16841,1
197083,31131,46934,1
278048,5334,17156,1
98406,2218,14244,1
131479,2247,5116,1
266387,7637,14388,1
72727,3362,14816,1
99900,15557,14428,1
129486,4492,4704,1
335948,6707,349112,1
45128,1591,806,1
206922,4007,14975,1
334598,8210,20867,1
97771,11305,11722,1
234594,4385,11548,1
60004,7662,3372,1
167164,4387,10668,1
36922,3233,0,1
13961,3027,3739,1
23966,7807,3308,1
114335,25427,35208,1
254457,3110,10841,1
125979,4735,15243,1
134011,11652,30220,1
176430,2949,7530,1
161177,7360,14270,1
193454,4130,13509,1
161985,3267,6311,1
188407,10195,25193,1
24723,10086,7062,1
130763,13507,28522,1
30766,4495,15404,1
314393,6550,21000,1
156830,31583,25640,1
46351,2295,2861,1
98156,11346,11743,1
146375,20217,21144,1
170444,3569,40939,1
194303,3616,8590,1
295301,19240,59186,1
62112,8151,4086,1
365439,63579,77462,1
371213,4406,14792,1
215970,18060,16960,1
33110,3503,4007,1
173322,6167,24824,1
107134,1934,6320,1
253719,9084,21111,1
439331,5827,50706,1
192037,2819,13030,1
37162,3255,0,1
128720,15751,20888,1
43347,3613,0,1
107171,7152,6890,1
295732,19271,59304,1
41260,5263,3258,1
321445,8069,18079,1
568299,3141,53402,1
214818,4057,14381,1
119573,9367,15059,1
169011,6226,14506,1
94802,2199,3738,1
452265,4850,24206,1
98856,11391,11814,1
154801,6251,13808,1
207630,4036,15007,1
101050,15613,14515,1
190079,20368,50334,1
328517,7469,92222,1
176793,3636,14191,1
340974,17658,21311,1
273196,4993,14818,1
550027,10436,35849,1
198941,31455,47298,1
296312,19309,59438,1
37240,3277,0,1
408618,6121,28196,1
71283,1341,1995,1
192568,2831,13065,1
164537,94587,45279,1
293769,2740,27961,1
73399,13195,17122,1
237231,3079,9147,1
155143,3997,17605,1
326239,16275,28830,1
281728,5365,17209,1
296767,19345,59465,1
112406,7544,8661,1
100402,5409,5890,1
76461,2666,12187,1
76461,2666,12187,1
504461,4695,17705,1
192957,2846,13088,1
145774,11064,19365,1
178772,2995,7584,1
101461,16170,19395,1
220831,8359,13758,1
254875,8187,11138,1
337846,5846,29284,1
262497,3453,16321,1
633852,2859,36657,1
61782,7768,3486,1
208203,4055,15070,1
374882,4467,14889,1
334806,3787,70565,1
43606,3709,0,1
70778,2026,11469,1
159196,9907,9052,1
31594,4630,15746,1
239565,9786,27914,1
118357,2982,0,1
128529,7753,13146,1
200381,31678,47671,1
159273,12796,24784,1
170440,6275,14598,1
41838,5365,3286,1
298831,19433,59823,1
148295,9598,9108,1
443214,3815,20786,1
124292,2833,5751,1
948376,2762,61466,1
251671,3902,13673,1
420463,3640,44156,1
47679,6866,11184,1
296889,2792,28233,1
156923,4029,17840,1
304037,6990,21183,1
173998,2054,13060,1
377105,5418,26772,1
782030,9905,90039,1
141851,15657,16547,1
168153,1777,12700,1
272469,7366,32583,1
31930,4687,15978,1
284613,5393,17212,1
176744,6296,25233,1
43802,3771,0,1
169384,4454,10716,1
300014,19496,59939,1
121726,9549,15206,1
13948,530,1642,1
216867,7555,11330,1
71334,33958,24728,1
126693,2174,4602,1
513215,7533,198716,1
145148,5836,17764,1
201411,31877,47938,1
99769,2300,14452,1
295399,2957,13719,1
178928,3672,14317,1
510007,4756,17843,1
209087,4087,15108,1
209646,8134,20196,1
53368,3522,5592,1
88223,3112,3254,1
260499,4831,18838,1
160367,10091,9097,1
300602,19537,59994,1
190827,10402,25452,1
115258,34241,27150,1
3898,302,505,1
621937,10065,77645,1
229850,4564,8481,1
125915,1692,16056,1
171484,6336,14658,1
256642,5433,16289,1
129808,1409,4394,1
97384,24273,32492,1
174265,4181,11263,1
107144,2116,5175,1
209333,4095,15113,1
216895,11660,22775,1
195183,10232,13796,1
299719,2847,28400,1
191112,22171,51219,1
197765,3025,13932,1
159153,4066,18056,1
343377,5972,29546,1
63060,7855,3537,1
450950,6064,51503,1
315101,5347,14997,1
173543,3712,41584,1
202207,32018,48199,1
223308,8472,13866,1
87323,3668,11933,1
247117,8205,20543,1
131399,3904,4965,1
576817,3218,54653,1
115373,7701,8875,1
32431,4755,16331,1
157864,7596,21406,1
59399,7689,6435,1
205825,17926,14514,1
33119,2475,0,1
71829,15899,0,1
183037,3071,7726,1
296659,4621,40222,1
172232,6363,14769,1
277523,5076,15157,1
260581,11288,27310,1
120173,26433,34887,1
179163,6378,25567,1
253182,3949,13724,1
263740,6570,14042,1
202863,32117,48361,1
209828,4117,15129,1
132474,4598,4761,1
500006,16910,69711,1
1437859,6390,134721,1
223403,6881,24311,1
263517,5785,16153,1
287889,5431,17322,1
120779,12566,10120,1
458893,4635,22510,1
167698,5258,16291,1
131304,7914,13296,1
514353,4799,17968,1
146878,5914,17857,1
148741,11289,19616,1
99272,12986,3425,1
273681,3560,11906,1
135710,6312,7001,1
302201,2891,28564,1
129016,7039,16242,1
160778,4100,18267,1
219921,25584,21435,1
564182,8937,35155,1
346354,6032,29729,1
70708,5730,12040,1
172833,6378,14867,1
51231,9165,6613,1
196757,3722,8707,1
32886,4838,16533,1
1338,309,33,1
124524,9732,15508,1
90354,1903,6539,1
78765,2816,12477,1
1121217,4360,83660,1
152947,2449,8140,1
210291,4142,15138,1
7398,1130,1541,1
185130,3101,7855,1
181069,3711,14394,1
247626,3784,7849,1
147608,5953,17901,1
96880,4179,8159,1
50247,7174,11780,1
262626,11336,27454,1
959725,2443,112783,1
349211,6830,18141,1
162064,10368,9189,1
100761,2331,14578,1
157769,7782,19010,1
343634,4931,25185,1
321680,7426,24780,1
189276,2780,7166,1
424255,3683,43622,1
296486,4984,14441,1
178344,7305,8005,1
348605,6079,29927,1
458609,6205,49176,1
64405,7949,3595,1
304539,2937,28682,1
162660,13110,25287,1
338607,7953,95327,1
517535,4814,18055,1
351937,7196,359648,1
14515,6244,321,1
33243,4899,16703,1
192698,10617,25712,1
532876,5522,22643,1
150931,9711,9283,1
583158,3279,55274,1
169013,97230,47094,1
118040,7848,8894,1
210802,4166,15169,1
162751,4161,18515,1
186478,3118,7924,1
242098,4514,11671,1
290477,5463,17426,1
133340,8015,13386,1
54404,3608,5689,1
163097,4162,18539,1
182598,6543,25949,1
346448,18048,21564,1
176157,3815,42243,1
89919,4211,3855,1
264509,11368,27595,1
249089,10045,28684,1
350602,6133,30057,1
132975,7040,13109,1
333972,21834,37466,1
63473,2165,2599,1
